mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_subsample,param_n_estimators,param_min_child_weight,param_max_depth,param_learning_rate,param_gamma,param_colsample_bytree,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.9359377384185791,0.02069258068449782,0.005732107162475586,0.0016994674825418776,0.8,200,1,4,0.1,0.5,0.6,"{'subsample': 0.8, 'n_estimators': 200, 'min_child_weight': 1, 'max_depth': 4, 'learning_rate': 0.1, 'gamma': 0.5, 'colsample_bytree': 0.6}",0.8778280542986425,0.8687782805429864,0.8454545454545455,0.8863636363636364,0.8727272727272727,0.8702303578774166,0.01371270694785624,83
1.2103793621063232,0.04813071074150485,0.005072736740112304,0.0005055829891910534,0.8,100,1,10,0.02,5,1.0,"{'subsample': 0.8, 'n_estimators': 100, 'min_child_weight': 1, 'max_depth': 10, 'learning_rate': 0.02, 'gamma': 5, 'colsample_bytree': 1.0}",0.8733031674208145,0.8552036199095022,0.8545454545454545,0.8636363636363636,0.85,0.859337721102427,0.008255442632826685,456
0.4896200180053711,0.028116500707231717,0.008055591583251953,0.0038407424935107256,1.0,100,7,5,0.02,0.5,0.6,"{'subsample': 1.0, 'n_estimators': 100, 'min_child_weight': 7, 'max_depth': 5, 'learning_rate': 0.02, 'gamma': 0.5, 'colsample_bytree': 0.6}",0.8597285067873304,0.8597285067873304,0.8363636363636363,0.8681818181818182,0.85,0.8548004936240231,0.010868237383041213,661
0.3624311923980713,0.010481078881663419,0.0061109066009521484,0.0011049549316409426,1.0,50,1,5,0.02,1,0.8,"{'subsample': 1.0, 'n_estimators': 50, 'min_child_weight': 1, 'max_depth': 5, 'learning_rate': 0.02, 'gamma': 1, 'colsample_bytree': 0.8}",0.8778280542986425,0.8597285067873304,0.8545454545454545,0.8681818181818182,0.8545454545454545,0.86296585767174,0.008948496532787089,333
0.48421802520751955,0.014422753453146007,0.006196022033691406,0.0019678503014017913,1.0,100,7,4,0.02,1,1.0,"{'subsample': 1.0, 'n_estimators': 100, 'min_child_weight': 7, 'max_depth': 4, 'learning_rate': 0.02, 'gamma': 1, 'colsample_bytree': 1.0}",0.8733031674208145,0.8552036199095022,0.85,0.8636363636363636,0.8454545454545455,0.8575195392842453,0.009939914355933664,552
2.8583967685699463,0.06403402903166383,0.0074422359466552734,0.0009176994301621122,1.0,200,1,12,0.02,1.5,1.0,"{'subsample': 1.0, 'n_estimators': 200, 'min_child_weight': 1, 'max_depth': 12, 'learning_rate': 0.02, 'gamma': 1.5, 'colsample_bytree': 1.0}",0.8687782805429864,0.8552036199095022,0.8545454545454545,0.8681818181818182,0.8590909090909091,0.8611600164541342,0.006178283605526923,378
0.3251039028167725,0.006073228579187984,0.005523967742919922,0.0011548687696870735,0.8,50,1,4,0.02,0.1,1.0,"{'subsample': 0.8, 'n_estimators': 50, 'min_child_weight': 1, 'max_depth': 4, 'learning_rate': 0.02, 'gamma': 0.1, 'colsample_bytree': 1.0}",0.8733031674208145,0.8552036199095022,0.8545454545454545,0.8454545454545455,0.8454545454545455,0.8547922665569725,0.010171230498952185,669
0.7964928627014161,0.02768103521122306,0.007540369033813476,0.0017041044793784591,1.0,200,1,3,0.01,0.5,0.6,"{'subsample': 1.0, 'n_estimators': 200, 'min_child_weight': 1, 'max_depth': 3, 'learning_rate': 0.01, 'gamma': 0.5, 'colsample_bytree': 0.6}",0.8552036199095022,0.8597285067873304,0.8454545454545455,0.8590909090909091,0.85,0.8538955162484575,0.0054617223544901885,684
1.2071878433227539,0.03815842146028743,0.007069778442382812,0.0018220792175271737,0.6,200,5,12,0.05,0.5,1.0,"{'subsample': 0.6, 'n_estimators': 200, 'min_child_weight': 5, 'max_depth': 12, 'learning_rate': 0.05, 'gamma': 0.5, 'colsample_bytree': 1.0}",0.8823529411764706,0.8778280542986425,0.8681818181818182,0.8863636363636364,0.8727272727272727,0.877490744549568,0.006508912612282241,6
0.5779991626739502,0.04249457245527961,0.007958602905273438,0.002570663904603237,0.6,100,1,4,0.05,0.1,0.6,"{'subsample': 0.6, 'n_estimators': 100, 'min_child_weight': 1, 'max_depth': 4, 'learning_rate': 0.05, 'gamma': 0.1, 'colsample_bytree': 0.6}",0.8733031674208145,0.8461538461538461,0.85,0.8818181818181818,0.8636363636363636,0.8629823118058413,0.013516475276997255,317
